Artikelnummer;ShopPlus;Merk;Categorie;Productnaam;Productnaam (FR);Lange beschrijving;Korte beschrijving;Lange beschrijving (FR);Korte beschrijving (FR);Consumentenprijs (incl. BTW);BestelWeb;Packshot;Biolabel;Fairtradelabel;Herkomst;Bevat;Kan sporen bevatten van;Brutogewicht (kg);Lengte (mm);Breedte (mm);Hoogte (mm);BTW-tarief;Ingrediënten;Ingrediënten (FR);Energie (kJ);Vetten (g);Verzadigde vetten (g);Enkelvoudig onverzadigde vetten (g);Meervoudig onverzadigde vetten (g);Koolhydraten (g);Suikers (g);Polyolen (g);Zetmeel (g);Vezels (g);Eiwitten (g);Zout (g);Houdbaarheid (dagen);Netto-inhoud;Eenheid;Eenheidsprijs;EAN;Ompakhoeveelheid;Leeggoed;Gepubliceerd;Laatst bijgewerkt
20410;W10410;Oxfam Fair Trade;Wijn>Schuimwijn;RAZA Brut Torrontés Schuimwijn;RAZA Brut Torrontés Vin Mousseux;Deze schuimwijn heeft een bleke goudkleur. Hij onderscheidt zich van Cava en Franse schuimwijn door zijn subtiele florale aroma met toetsen van citrusfruit, eigen aan de torrontésdruif.;Deze mousserende wijn is gemaakt volgens de charmat methode. Lekker als aperitief. Serveer op 8-10 °C. Gebotteld in Argentinië.;Ce vin mousseux a une couleur jaune paille. Il se distingue du Cava et du vin mousseux français par son arôme floral avec des notes d’agrume, typique pour le raisin Torrontès.;Ce vin mousseux est préparé selon la méthode charmat. Délicieux comme apéritif. Servir à 8-10 °C. Mis en bouteille en Argentine.;10,95;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20410-600x600.jpg;Nee;Ja;Argentinië;sulfieten;melk;1,61;87;87;322;21%;;;;;;;;;;;;;;;;75;cl;€/l 14,60;5,40016E+12;6;0,00;2016-12-31;2019-02-12
20413;W10413;Oxfam Fair Trade;Wijn>Schuimwijn;Sensus Brut Rosé Schuimwijn;Sensus Brut Rosé Vin Mousseux;Deze frisse schuimwijn met elegante paarsroze kleur wordt gemaakt van pedro jiménez en cabernet sauvignon (1%) druiven, wat zorgt voor een zuivere neus van rood fruit met florale (violetjes) en zelfs minerale toetsen. Licht mollig in de mond met zeer fruitige kers en aardbei en een harmonieuze afdronk.;Lekker als aperitief en bij fruitige desserten. Serveer op 8-10 °C. Gebotteld in Chili.;Ce vin mousseux d'une nuance élégante rose pourpre est fait à base des cépages Pedro Jiménez et Cabernet Sauvignon, ce qui donne un nez pur de fruits rouges avec des touches florales (violettes) et même minérales. En bouche un moelleux subtil où reviennent les fruits rouges, cérises et fraises, avec une finale harmonieuse.;Servir à 8-10 °C. Mis en bouteille en Chili.;9,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20413-600x600.jpg;Nee;Nee;Chili;sulfieten;/;1,7;99;99;321;21%;;;;;;;;;;;;;;;;75;cl;€/l 12,67;5,40016E+12;6;0,00;2016-12-31;2019-02-12
20414;W10414;Oxfam Fair Trade;Wijn>Dessertwijn;Prólogo Moscato Late Harvest;Prólogo Moscato Late Harvest;Deze zoete wijn oogt intens goudgeel, draagt muskaataroma’s van rozen, nectar en honing, en geeft een verfijnde harmonie tussen moelleux en aciditeit met een zwoele afdronk.;Past uitstekend bij desserts op basis van geel fruit, schimmelkaas, gebakjes en gekonfijte vruchten. Serveer op 10-12 °C. Gebotteld in Chili.;Ce vin doux a une robe jaune doré intense. Un nez aromatique de Muscat, de roses et de nectar de miel. En bouche il présente une harmonie subtile entre le moelleux et l'acidité , avec une finale suave.;Délicieux avec les desserts sur base de fruits jaunes, les fromages fermentés, la pâtisserie et les fruits confits. Servir à 10-12 °C. Mis en bouteille en Chili.;6,20;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20414-600x600.jpg;Nee;Nee;Chili;sulfieten;/;0,81;55;65;278;21%;;;;;;;;;;;;;;;;38;cl;€/l 16,32;5,40016E+12;12;0,00;2016-12-31;2019-02-12
20415;W10415;Oxfam Fair Trade;Wijn>Schuimwijn;Sensus Extra Brut Schuimwijn;Sensus Extra Brut Vin Mousseux;Volgens de charmat methode gemaakt van pedro jiménez druiven. Intens aromatisch, met citrus en minerale toetsen, en een verfrissende droge afdronk.;Ideaal als aperitief, of met zeevruchten en vis. Koel schenken (6-9 °C).;Ce vin mousseux est préparé de raisins Pedro Jiménez, selon la méthode charmat, Intensivement aromatique, avec des notes minérales et d'agrume et un arrière-goût frais et sec.;Idéal comme apéritif, ou avec les fuits de mer et le poisson. Servir à 6-9 °C.;9,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20415-600x600.jpg;Nee;Nee;Chili;sulfieten;/;1,7;99;85;321;21%;;;;;;;;;;;;;;;;75;cl;€/l 12,67;5,40016E+12;6;0,00;2017-05-31;2019-02-12
20600;W10600;Oxfam Fair Trade;"Snacks &amp; drinks>Spirits";Rum Varadero 7 jaar;Rhum Varadero 7 ans;Amberkleurige rum gedistilleerd uit stroop van de beste rietsuiker. Een overweldigend aroma. Zeven jaar rijping op hout bezorgt deze rum een intense smaakstructuur. Alcoholvolume 38%. Gebotteld in Cuba.;Amberkleurige rum gedistilleerd uit stroop van de beste rietsuiker. 7 jaar rijping op hout.;Rhum de belle couleur ambre, distillé à partir de sirop de sucre de canne de qualité supérieure. Un arôme absolument incomparable. Sept ans de maturation sur bois ont donné à ce rhum une structure de goût intense. Teneur en alcool 38%.<br>Mis en bouteille en Cuba.;;28,10;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20600-600x600.jpg;Nee;Nee;Cuba;/;/;1,2;75;75;320;21%;;;;;;;;;;;;;;;;70;cl;€/l 40,14;8,5E+12;6;0,00;2016-12-31;2019-02-12
20602;W10603;Oxfam Fair Trade;"Snacks &amp; drinks>Spirits";Rum Varadero 3 jaar;Rhum Varadero 3 ans;Extra-droge, witte rum gedistilleerd uit stroop van de beste rietsuiker. Ideaal voor cocktails of longdrinks. Alcoholvolume 38%. Gebotteld in Cuba.;Extradroge, witte rum gedistilleerd uit stroop van de beste rietsuiker. Ideaal voor cocktails of longdrinks.;Rhum blanc extra-sec, distillé à partir de sirop de sucre de canne de qualité supérieure. Recommandé pour les cocktails et long drinks. Teneur en alcool 38%.<br>Mis en bouteille en Cuba.;;20,75;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20602-600x600.jpg;Nee;Nee;Cuba;/;/;1,2;75;75;320;21%;;;;;;;;;;;;;;;;70;cl;€/l 29,64;8,50111E+12;6;0,00;2016-12-31;2019-02-12
20607;W10607;Oxfam Fair Trade;"Snacks &amp; drinks>Spirits";Alto Del Carmen Pisco 40°;Alto Del Carmen Pisco 40°;"Deze zeer zachte pisco op basis van de aromatische muskaatdruif kreeg zijn exclusieve karakter door een dubbele destillatie en 5 maanden rijping op Amerikaanse eik, gevolgd door 2 maanden rust voor botteling.

Amberkleurig, met gouden reflecties. Aroma’s van honing en gedroogde bloemen, met hints van vanille. Een verfijnd muskaatboeket. In de mond een volle ronde smaak, romig en evenwichtig met zoete toetsen van gekonfijte vruchten en karamel, vanille en banaan.

Het is aanbevolen deze pisco koel (10°C) en puur te drinken, naar believen met of zonder ijs. Gebotteld in Chili. Alcoholvolume 40°.";Deze milde pisco bezit aroma's van honing en gedroogde bloemen. Drink hem koel en puur, met of zonder ijs.;"Ce pisco exclusif à base du cépage très aromatique de muscat est le résultat d'une double distallation suivie d'un élevage de cinq mois sur fût de chêne américain et deux mois de repos avant la mise en bouteille.

Il se présente avec une robe ambrée aux reflets dorés et des arômes de miel et de fleurs séchées, avec une pointe de vanille. Un bouquet de muscat raffiné. En bouche il est rond et plein, onctueux et équilibré, avec des touches de fruits confits, caramelle, vanille et banane.";Nous recommandons de boire ce pisco bien frais (10°C) et pur, avec ou sans glaçon comme bon vous semble. Mise en bouteille au Chili, 40° alc/vol.;26,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/20607-600x600.jpg;Nee;Nee;Chili;/;/;1,215;86;86;262;21%;;;1167;;;;;0,4;0,4;;;;;;;70;cl;€/l 37,50;5,40016E+12;6;0,00;2016-12-31;2019-02-12
21000;W11000;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Sinaasappelsap 1 l;Jus d'orange 1 l;Puur en ongezoet uit geconcentreerd sap van sinaasappels. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Puur sinaasappelsap.;Jus d'oranges concentré pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels. Bouteille consignée.;;2,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21000-600x600.jpg;Nee;Ja;Brazilië, Ghana;/;/;1,655;90;90;310;6%;100% sinaasappelsap uit concentraat*;100% jus d’orange à base de concentré*;201;;;;;11,2;11,2;;;0,2;0,5;0,3;365;100;cl;€/l 2,00;5,40016E+12;6;0,30;2016-12-31;2019-02-12
21002;W11002;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Worldshakesap 1 l;Jus worldshake 1 l;Een originele, lekkere combinatie van pompelmoezen, sinaasappelen, bananen en rode bieten. Natuurlijk vers geperst appelsap vervolledigt dit pure en ongezoete multivruchtensap. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap van pompelmoes, sinaasappel, banaan, appel, peer en rode biet.;Une combinaison originale et délicieuse de pamplemousses, oranges, bananes et betteraves rouges. Du jus de pommes frais vient compléter ce jus de fruits pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels. Bouteille consignée.;;2,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21002-600x600.jpg;Nee;Ja;Brazilië, Ecuador, Ghana;/;/;1,655;90;90;310;6%;vers geperst appelsap (46%), sinaasappelsap uit concentraat* (40%), pompelmoessap uit concentraat* (9%), rode bietensap uit concentraat* (2,6%), bananensap uit puree* (2,3%), antioxidant (ascorbinezuur);jus de pomme pressé (46%), jus d’orange à base de concentré* (40%), jus de pamplemousse à base de concentré* (9%), jus de betterave rouge à base de concentré (2,6%), jus de banane à base de purée* (2,3%), antioxydant (acide ascorbique);207;;;;;11,6;11,6;;;0,2;0,5;0,3;365;100;cl;€/l 2,00;5,40016E+12;6;0,30;2016-12-31;2019-02-12
21003;W11003;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Tropicalsap 1 l;Jus tropical 1 l;Puur en ongezoet multivruchtensap. Een gezonde combinatie van sinaasappel, mango, passievrucht, ananas, rode biet en appel. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap van sinaasappelsap, mango, passievrucht, ananas, rode biet, appel en peer.;Jus de fruits pur et non sucré. Une combinaison saine d'oranges, de mangues, de fruits de la passion, d'ananas, de betteraves rouges et de pommes. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels. Bouteille consignée.;;2,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21003-600x600.jpg;Nee;Ja;Brazilië, Ghana, Thailand;/;/;1,655;90;90;310;6%;sinaasappelsap uit concentraat* (44%), vers geperst appelsap (25%), ananassap uit concentraat* (12%), passievruchtensap uit concentraat* (9%), mangosap uit puree* (7%), vers geperst perensap (2%), rode bietensap uit concentraat (1%), antioxidant (ascorbinezuur);jus d’orange à base de concentré* (44%), jus de pomme pressé (25%), jus d’ananas à base de concentré*(12%), jus de fruit de la passion* (9%), jus de mangue de purée* (7%), jus de poire pressé (2%), jus de betterave rouge de concentré (1%), antioxydant (acide ascorbique);209;;;;;11,7;11,7;;;0,2;0,5;0,3;365;100;cl;€/l 2,25;5,40016E+12;6;0,30;2016-12-31;2019-02-12
21008;W11008;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";BIO Sinaas-mangosap 1 l;Jus bio orange-mangue 1 l;Multivruchtensap met een exotische mix van sinaassap en mango (19%) van biologische teelt. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap van sinaasappelsap en mango van biologische teelt.;Un jus multi-fruits exotique et biologique à partir de jus concentré d'orange et de mangue (19 %). Sans sucre ajouté ni agents conservateurs. Bouteille consignée.;;2,90;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21008-600x600.jpg;Ja;Ja;Brazilië;/;/;1,655;90;90;310;6%;sinaasappelsap uit concentraat*° (80%), mangosap uit puree*° (20%);jus d’oranges à base de concentré*° (80%), jus de mangue de purée*° (20%);221;;;;;12,3;12,3;;;0,2;0,6;0,3;365;100;cl;€/l 2,90;5,40016E+12;6;0,30;2016-12-31;2019-02-12
21010;W11010;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Guavashake 1 l;Guavashake 1 l;Puur en ongezoet multivruchtensap. Een exotische mix van guave en ananas. Zonder toegevoegde smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap met een exotische mix van guave en ananas.;Jus de fruits pur et non sucré. Une mix exotique de goyave et d'ananas. Sans exhausteurs de goût ou colorants.<br>Bouteille consignée.;;2,25;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21010-600x600.jpg;Nee;Nee;Brazilië, Thailand;/;/;1,655;90;90;310;6%;ananassap uit concentraat* (83,7%), guavesap uit puree* (15,9%), rode bietensap uit concentraat (0,4%);jus concentré d’ananas* (83,7%), jus de goyave à base de purée* (15,9%), jus de betterave rouge à base de concentré (0,4%);219;;;;;12,4;12,4;;;;0,5;0,1;365;100;cl;€/l 2,25;5,40016E+12;6;0,30;2016-12-31;2019-02-12
21050;W11050;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Sinaasappelsap 1 l tetra;Jus d'oranges 1 l brique;Puur en ongezoet uit geconcentreerd sap van sinaasappels. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen.;Puur sinaasappelsap.;Jus d’oranges concentré pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels.;;2,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21050-600x600.jpg;Nee;Ja;Brazilië, Ghana;/;/;1,08;72;75;206;6%;100% sinaasappelsap uit concentraat*;100% jus d’orange à base de concentré*;201;;;;;11,2;11,2;;;0,2;0,5;0,3;365;100;cl;€/l 2,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
21052;W11052;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Worldshakesap 1 l tetra;Jus worldshake 1 l brique;Een originele, lekkere combinatie van pompelmoezen, sinaasappelen, bananen en rode bieten. Natuurlijk vers geperst appelsap / perensap vervolledigt dit pure en ongezoete fruitsap. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen.;Een multivruchtensap van pompelmoes, sinaasappel, banaan, appel, peer en rode biet.;Une combinaison originale et délicieuse de pamplemousses, oranges, bananes et betteraves rouges. Du jus de pommes frais / jus frais de poire vient compléter ce jus de fruits pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels.;;2,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21052-600x600.jpg;Nee;Ja;Brazilië, Ecuador, Ghana;/;/;1,08;72;75;206;6%;vers geperst appelsap (46%), sinaasappelsap uit concentraat* (40%), pompelmoessap uit concentraat* (9%), rode bietensap uit concentraat* (2,6%), bananensap uit puree* (2,3%), antioxidant (ascorbinezuur);jus de pomme pressé (46%), jus d’orange à base de concentré* (40%), jus de pamplemousse à base de concentré* (9%), jus de betterave rouge à base de concentré (2,6%), jus de banane à base de purée* (2,3%), antioxydant (acide ascorbique);207;;;;;11,6;11,6;;;0,2;0,5;0,3;365;100;cl;€/l 2,00;5,40016E+12;12;0,00;2016-12-31;2019-02-12
21100;W11100;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Sinaasappelsap 20 cl;Jus d'oranges 20 cl;Puur en ongezoet uit geconcentreerd sap van sinaasappels. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Puur sinaasappelsap.;Jus d'oranges concentré pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels.<br>Bouteille consignée.;;0,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21100-600x600.jpg;Nee;Ja;Brazilië, Ghana;/;/;0,343;53;53;160;6%;100% sinaasappelsap uit concentraat*;100% jus d’orange à base de concentré*;201;;;;;11,2;11,2;;;0,2;0,5;0,3;365;20;cl;€/l 2,50;5,40016E+12;24;0,10;2016-12-31;2019-02-12
21102;W11102;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Worldshakesap 20 cl;Jus worldshake 20 cl;Een originele, lekkere combinatie van pompelmoezen, sinaasappelen, bananen en rode bieten. Natuurlijk vers geperst appelsap vervolledigt dit pure en ongezoete multivruchtensap. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap van pompelmoes, sinaasappel, banaan, appel, peer en rode biet.;Une combinaison originale et délicieuse de pamplemousses, oranges, bananes et betteraves rouges. Du jus de pommes frais vient compléter ce jus de fruits pur et non sucré. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels. Bouteille consignée.;;0,50;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21102-600x600.jpg;Nee;Ja;Brazilië, Ecuador, Ghana;/;/;0,343;53;53;160;6%;vers geperst appelsap (46%), sinaasappelsap uit concentraat* (40%), pompelmoessap uit concentraat* (9%), rode bietensap uit concentraat* (2,6%), bananensap uit puree* (2,3%), antioxidant (ascorbinezuur);jus de pomme pressé (46%), jus d’orange à base de concentré* (40%), jus de pamplemousse à base de concentré* (9%), jus de betterave rouge à base de concentré (2,6%), jus de banane à base de purée* (2,3%), antioxydant (acide ascorbique);207;;;;;11,6;11,6;;;0,2;0,5;0,3;365;20;cl;€/l 2,50;5,40016E+12;24;0,10;2016-12-31;2019-02-12
21103;W11103;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Tropicalsap 20 cl;Jus tropical 20 cl;Puur en ongezoet multivruchtensap. Een gezonde combinatie van sinaasappel, mango, passievrucht, ananas, rode biet en appel. Zonder toegevoegde suikers, smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap van sinaasappel, mango, passievrucht, ananas, appel, peer en rode biet.;Jus de fruits pur et non sucré. Une combinaison saine d'oranges, de mangues, de fruits de la passion, d'ananas, de betteraves rouges et de pommes. Sans sucres ajoutés, exhausteurs de goût ou colorants artificiels. Bouteille consignée.;;0,55;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21103-600x600.jpg;Nee;Ja;Brazilië, Ghana, Thailand;/;/;0,343;53;53;160;6%;sinaasappelsap uit concentraat* (44%), vers geperst appelsap (25%), ananassap uit concentraat* (12%), passievruchtensap uit concentraat* (9%), mangosap uit puree* (7%), vers geperst perensap (2%), rode bietensap uit concentraat (1%), antioxidant (ascorbinezuur);jus d’orange à base de concentré* (44%), jus de pomme pressé (25%), jus d’ananas à base de concentré* (12%), jus de fruit de la passion* (9%), jus de mangue de purée* (7%), jus de poire pressé (2%), jus de betterave rouge de concentré (1%), antioxydant (acide ascorbique);209;;;;;11,7;11,7;;;0,2;0,5;0,3;365;20;cl;€/l 2,75;5,40016E+12;24;0,10;2016-12-31;2019-02-12
21107;W11107;Oxfam Fair Trade;"Snacks &amp; drinks>Fruitsap";Guavashake 20 cl;Guavashake 20 cl;Puur en ongezoet multivruchtensap. Een exotische mix van guave en ananas. Zonder toegevoegde smaakstoffen en kunstmatige kleurstoffen. In hergebruikfles.;Een multivruchtensap met een exotische mix van guave en ananas.;Jus de fruits pur et non sucré. Une mix exotique de goyave et d'ananas. Sans exhausteurs de goût ou colorants. Bouteille consignée.;;0,55;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21107-600x600.jpg;Nee;Nee;Brazilië, Thailand;/;/;0,343;53;53;160;6%;ananassap uit concentraat* (83,7%), guavesap uit puree* (15,9%), rode bietensap uit concentraat (0,4%);jus concentré d’ananas* (83,7%), jus de goyave à base de purée* (15,9%), jus de betterave rouge à base de concentré (0,4%);219;;;;;12,4;12,4;;;;0,5;0,1;365;20;cl;€/l 2,75;5,40016E+12;24;0,10;2016-12-31;2019-02-12
21500;W11500;Oxfam Fair Trade;"Snacks &amp; drinks>Frisdrank";BIO Ice tea;Ice tea bio;Sprankelende icetea op basis van vers gezette biologische thee en ongeraffineerde biologische rietsuiker. Zonder toegevoegde kleur- of smaakstoffen.;Sprankelende ice tea op basis van vers gezette biologische thee.;Ice tea pétillant à base de thé bio frais et de sucre de canne bio non-raffiné.;;1,00;instock;https://www.oxfamfairtrade.be/wp-content/uploads/21500-600x600.jpg;Ja;Ja;Paraguay, Sri Lanka;/;/;0,335;66;66;115;6%;koolzuurhoudend water, rietsuiker*°, thee-extract*° (2,34%), citroensap uit concentraat°, natuurlijk aroma;eau pétillante, sucre de canne*°, extrait de thé*° (2,34%), jus concentré de citron°, arôme naturel;129;;;;;7,6;7,6;;;;;;456;33;cl;€/l 3,03;5,40016E+12;24;0,00;2016-12-31;2019-02-12
